trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,rebalanceDiffRatio,slab_cnt,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
synth_static_202,80000000,0.02,4,10,tail-age,LRU2Q,,539800.8699112701,4.0,0.70943535,4,50000,0,synth_static_202-44c6580e31cf92ac77faa265aefe0309,0.05,10,-0.010094287499999965,0.020496012499999994,
synth_static_202,80000000,0.02,4,10,tail-age,LRU2Q,,470754.9073982723,4.0,0.70943535,4,50000,0,synth_static_202-91dc116c0975fa1268d87d6e6d723a91,0.25,10,-0.010094287499999965,0.020496012499999994,
synth_static_202,80000000,0.02,4,10,marginal-hits-tuned,LRU2Q,warm-cold,563829.4962758292,56.0,0.6916113125,56,50000,0,synth_static_202-d84f5d1de7b8632eb0a1b4dee48de4d3,,10,0.007729750000000091,0.03832005000000005,0.022698025000000066
synth_static_202,80000000,0.02,4,10,marginal-hits,LRU2Q,cold,503112.01482265774,1107.0,0.71536985,1107,50000,0,synth_static_202-1c559964aadb8ea73d8e1c527586b35c,,10,-0.01602878749999992,0.01456151250000004,
synth_static_202,80000000,0.02,4,10,hits,LRU2Q,,555692.8416794279,1.0,0.6902780625,1,50000,0,synth_static_202-675c095264b0a0d45ae9e304d9e8f17e,0.1,10,0.009063000000000043,0.0396533,
synth_static_202,80000000,0.02,4,10,marginal-hits-tuned,LRU2Q,cold,579572.7290314453,35.0,0.7076814875,35,50000,0,synth_static_202-ab5725b625b8c4b714448f0e9742f6ba,,10,-0.008340424999999985,0.022249874999999975,0.0076883624999999345
synth_static_202,80000000,0.02,4,10,tail-age,LRU2Q,,507687.8320859672,4.0,0.70943535,4,50000,0,synth_static_202-22066bd7004122ecbcd32ba5ee4e52ce,0.02,10,-0.010094287499999965,0.020496012499999994,
synth_static_202,80000000,0.02,4,10,tail-age,LRU2Q,,475617.7531347522,4.0,0.70943535,4,50000,0,synth_static_202-b839a59a1ce9a191674138d6fcf30083,0.1,10,-0.010094287499999965,0.020496012499999994,
synth_static_202,80000000,0.02,4,10,disabled,LRU2Q,,561836.3692430197,,0.6993410625,0,50000,0,synth_static_202-6df1007d3918cdc6e628738af03be59f,,10,0.0,0.03059029999999996,
synth_static_202,80000000,0.02,4,10,free-mem,LRU2Q,,460661.1057946271,,0.6993410625,0,50000,0,synth_static_202-4e1aac1c0f6798daa2d035c2e15e25d1,,10,0.0,0.03059029999999996,
synth_static_202,80000000,0.02,4,10,tail-age,TINYLFU,,446525.9834863984,1055.0,0.693061675,1055,50000,0,synth_static_202-9fdebb51c8d2f6c98071aca7cf5b37c7,0.1,10,0.011036712499999934,0.03686968749999997,
synth_static_202,80000000,0.02,4,10,marginal-hits,TINYLFU,,431234.463802942,1598.0,0.6982227625,1598,50000,0,synth_static_202-4104d32311df3816ecd00d84684bed77,,10,0.00587562499999994,0.031708599999999976,
synth_static_202,80000000,0.02,4,10,free-mem,TINYLFU,,551824.9645076424,,0.7040983875,0,50000,0,synth_static_202-2cc217faf5afddcff3d8e0e750095f01,,10,0.0,0.025832975000000036,
synth_static_202,80000000,0.02,4,10,disabled,TINYLFU,,464036.6792118842,,0.7040983875,0,50000,0,synth_static_202-0e43ff7bd890207240e3f633ecf0bf48,,10,0.0,0.025832975000000036,
synth_static_202,80000000,0.02,4,10,marginal-hits-tuned,TINYLFU,,450835.7358405434,20.0,0.680299725,20,50000,0,synth_static_202-e3a4bc820caeb6872c2ed0f1bd26f289,,10,0.023798662499999956,0.04963163749999999,0.017923037500000016
synth_static_202,80000000,0.02,4,10,tail-age,TINYLFU,,438435.72052461817,1055.0,0.693061675,1055,50000,0,synth_static_202-bd1bf3123d7b471769458779e06c5dfc,0.02,10,0.011036712499999934,0.03686968749999997,
synth_static_202,80000000,0.02,4,10,tail-age,TINYLFU,,387043.55862641614,915.0,0.692944,915,50000,0,synth_static_202-8c1f10f5ada0dab42a03c2100c02af41,0.25,10,0.011154387499999974,0.03698736250000001,
synth_static_202,80000000,0.02,4,10,tail-age,TINYLFU,,469343.66390127287,1055.0,0.693061675,1055,50000,0,synth_static_202-9ded9c34153351ae2da05e9418015a49,0.05,10,0.011036712499999934,0.03686968749999997,
synth_static_202,80000000,0.02,4,10,hits,TINYLFU,,487001.13753018336,1.0,0.6936462,1,50000,0,synth_static_202-3d78772a925d6ff6ad6543aa44c95eeb,0.1,10,0.010452187499999988,0.03628516250000002,
synth_static_202,80000000,0.04,4,20,tail-age,LRU,,493245.5906118817,,0.678711075,0,50000,0,synth_static_202-83ab2b177c1b71928b167d2e8909b37d,0.02,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,tail-age,LRU,,597105.7320944121,,0.678711075,0,50000,0,synth_static_202-b7f106cba800455c7c2b4115907bad49,0.25,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,marginal-hits-tuned,LRU,,516827.34486215736,59.0,0.6640033625,59,50000,0,synth_static_202-bbc1b4363cec4fb71610b646d43b5147,,20,0.014707712500000025,0.014707712500000025,0.0060507249999999235
synth_static_202,80000000,0.04,4,20,tail-age,LRU,,505648.66211300605,,0.678711075,0,50000,0,synth_static_202-b4c051770b9fada4b4f98eb2fa7d2723,0.1,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,marginal-hits,LRU,,655855.0758984053,1597.0,0.6700540875,1597,50000,0,synth_static_202-e92f5dbd016fe977b9c6f29cf0870c03,,20,0.008656987500000102,0.008656987500000102,
synth_static_202,80000000,0.04,4,20,hits,LRU,,653643.2923582708,4.0,0.6673935875,4,50000,0,synth_static_202-272fccf04dbaa9d93a829682b902a556,0.1,20,0.011317487500000056,0.011317487500000056,
synth_static_202,80000000,0.04,4,20,tail-age,LRU,,479245.58092687296,,0.678711075,0,50000,0,synth_static_202-02cb4accf00f81577b986202806a85de,0.05,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,free-mem,LRU,,546601.8877880229,,0.678711075,0,50000,0,synth_static_202-3d5d0b1b9fca738153c632cdfc3f8951,,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,disabled,LRU,,506502.0980949581,,0.678711075,0,50000,0,synth_static_202-b521910addf5061788dbf61059181a7b,,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,tail-age,LRU2Q,,517225.2536091773,4.0,0.6633787,4,50000,0,synth_static_202-e897721daa805444c72068ab5169c580,0.1,20,-0.010899587499999974,0.015332375000000065,
synth_static_202,80000000,0.04,4,20,disabled,LRU2Q,,495880.0049822961,,0.6524791125,0,50000,0,synth_static_202-9ead53e10ca70859d642d916822d3ccb,,20,0.0,0.02623196250000004,
synth_static_202,80000000,0.04,4,20,marginal-hits,LRU2Q,cold,518689.86915231525,1597.0,0.6566394375,1597,50000,0,synth_static_202-3d59a63b9280d1479e85599988434d59,,20,-0.004160324999999965,0.022071637500000074,
synth_static_202,80000000,0.04,4,20,marginal-hits,LRU2Q,warm-cold,474748.8592020656,1597.0,0.6576765375,1597,50000,0,synth_static_202-9b3297c59f4c4c6a0cccbcc57ffc1724,,20,-0.005197424999999978,0.02103453750000006,
synth_static_202,80000000,0.04,4,20,hits,LRU2Q,,455951.3552960223,4.0,0.643787975,4,50000,0,synth_static_202-a80fa5e4efab4295b8e6a894c41c3ce1,0.1,20,0.008691137500000057,0.034923100000000096,
synth_static_202,80000000,0.04,4,20,tail-age,LRU2Q,,494687.9268183819,4.0,0.6633787,4,50000,0,synth_static_202-17c397fe1e1f9f8516503e25105a0e02,0.05,20,-0.010899587499999974,0.015332375000000065,
synth_static_202,80000000,0.04,4,20,tail-age,LRU2Q,,742145.7705294108,4.0,0.6615273875,4,50000,0,synth_static_202-4d27ac35be6be0c295cc36e9aef648f4,0.25,20,-0.009048274999999939,0.0171836875000001,
synth_static_202,80000000,0.04,4,20,marginal-hits-tuned,LRU2Q,cold,723330.6884782272,44.0,0.640865,44,50000,0,synth_static_202-d5e29b7cd8f6048c9d9edd7570c6812b,,20,0.011614112499999996,0.037846075000000035,0.01577443749999996
synth_static_202,80000000,0.04,4,20,free-mem,LRU2Q,,567122.2301108653,,0.6524791125,0,50000,0,synth_static_202-20814c479b0be0a18cc600a673c2e28a,,20,0.0,0.02623196250000004,
synth_static_202,80000000,0.04,4,20,marginal-hits-tuned,LRU2Q,warm-cold,512575.4890110933,31.0,0.641005775,31,50000,0,synth_static_202-8d20cd76a65d54eac65e5ec374adc735,,20,0.011473337500000014,0.03770530000000005,0.01667076249999999
synth_static_202,80000000,0.04,4,20,tail-age,LRU2Q,,532636.432283401,4.0,0.6633787,4,50000,0,synth_static_202-d460067bcf7cc38172b29981fde83f07,0.02,20,-0.010899587499999974,0.015332375000000065,
synth_static_202,80000000,0.04,4,20,hits,TINYLFU,,481615.5729327766,4.0,0.641964525,4,50000,0,synth_static_202-f4ea105de5144cbcee1eaf99ba9c9769,0.1,20,0.009082237500000034,0.036746550000000044,
synth_static_202,80000000,0.04,4,20,marginal-hits-tuned,TINYLFU,,466193.1461394651,67.0,0.6274421125,67,50000,0,synth_static_202-f6bd31ee0245fb281b5a69909acd52f5,,20,0.023604650000000005,0.051268962500000015,0.0224194875
synth_static_202,80000000,0.04,4,20,tail-age,TINYLFU,,437708.4324605237,1234.0,0.654641125,1234,50000,0,synth_static_202-4976a912666f54cf21387495fec4fc75,0.25,20,-0.0035943625000000035,0.024069950000000007,
synth_static_202,80000000,0.04,4,20,marginal-hits,TINYLFU,,601897.9949460595,1597.0,0.6498616,1597,50000,0,synth_static_202-9781a98bbb10b2298cb9ff8730b747af,,20,0.0011851625000000032,0.028849475000000013,
synth_static_202,80000000,0.04,4,20,tail-age,TINYLFU,,448281.0284457933,1290.0,0.6558751,1290,50000,0,synth_static_202-f84f8516e85f89f8cac4da9e3317ba7f,0.02,20,-0.004828337500000002,0.02283597500000001,
synth_static_202,80000000,0.04,4,20,tail-age,TINYLFU,,463013.0117730248,1290.0,0.6558751,1290,50000,0,synth_static_202-7e0bc404a9ee059372759df84f321e04,0.05,20,-0.004828337500000002,0.02283597500000001,
synth_static_202,80000000,0.04,4,20,free-mem,TINYLFU,,393491.3436943536,,0.6510467625,0,50000,0,synth_static_202-3568faeb55dbea385bf10ac7e86439f6,,20,0.0,0.02766431250000001,
synth_static_202,80000000,0.04,4,20,disabled,TINYLFU,,476395.58422871085,,0.6510467625,0,50000,0,synth_static_202-0f69117743cef9404d781aaac7055074,,20,0.0,0.02766431250000001,
synth_static_202,80000000,0.04,4,20,tail-age,TINYLFU,,467017.5616503963,1292.0,0.655845175,1292,50000,0,synth_static_202-c37071d4853ac0cee4d0e9ec9a3db01f,0.1,20,-0.0047984124999999045,0.022865900000000106,
synth_static_202,80000000,0.1,4,49,tail-age,LRU,,584914.5988376758,,0.5954881625,0,50000,0,synth_static_202-23dbc258ab71e879fc32ebea9117abdf,0.05,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,tail-age,LRU,,503433.41794931976,,0.5954881625,0,50000,0,synth_static_202-92347e9a5fb861c1d76a83cf5f19b663,0.02,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,free-mem,LRU,,539375.882146255,,0.5954881625,0,50000,0,synth_static_202-b17d4529129c54acbaa374bb21a367fa,,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,marginal-hits-tuned,LRU,,559589.0904175794,56.0,0.5848421875,56,50000,0,synth_static_202-991afbc980a8678008a59ecbab5b017e,,49,0.010645974999999974,0.010645974999999974,0.005584074999999911
synth_static_202,80000000,0.1,4,49,disabled,LRU,,523995.860875659,,0.5954881625,0,50000,0,synth_static_202-9074f6e0ba7eb477106877e49d3c367e,,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,tail-age,LRU,,498086.5404699826,,0.5954881625,0,50000,0,synth_static_202-6a6a1fb027d68387b7e9e9d0883850fe,0.1,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,tail-age,LRU,,479331.6871466371,,0.5954881625,0,50000,0,synth_static_202-74fe6242699912c513534431e1cde427,0.25,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,marginal-hits,LRU,,569445.5273686923,1593.0,0.5904262625,1593,50000,0,synth_static_202-483fc7e1e211f2cbcea3cb7147576026,,49,0.005061900000000064,0.005061900000000064,
synth_static_202,80000000,0.1,4,49,hits,LRU,,774339.2302918278,15.0,0.5912036,15,50000,0,synth_static_202-b8d26ee9b75674782adfa1dc2370be5d,0.1,49,0.004284562499999978,0.004284562499999978,
synth_static_202,80000000,0.1,4,49,tail-age,LRU2Q,,500693.56831633934,10.0,0.585669875,10,50000,0,synth_static_202-f83205cf87fa91d9931f181d80891069,0.05,49,-0.01123173750000006,0.009818287500000022,
synth_static_202,80000000,0.1,4,49,marginal-hits,LRU2Q,warm-cold,512040.86755626777,1593.0,0.586117125,1593,50000,0,synth_static_202-29b7342a3d467af69022a2fb018f5425,,49,-0.011678987500000071,0.009371037500000012,
synth_static_202,80000000,0.1,4,49,tail-age,LRU2Q,,487106.6965023924,10.0,0.585671475,10,50000,0,synth_static_202-da3f1a8d2291749ed05622ac6c042d05,0.02,49,-0.011233337500000107,0.009816687499999976,
synth_static_202,80000000,0.1,4,49,tail-age,LRU2Q,,566542.2023723954,9.0,0.5841922125,9,50000,0,synth_static_202-68744316e2ef1e88452200bb13aa743f,0.25,49,-0.009754075000000029,0.011295950000000055,
synth_static_202,80000000,0.1,4,49,marginal-hits-tuned,LRU2Q,cold,520504.83266560046,75.0,0.5674357875,75,50000,0,synth_static_202-dbef11271808747f75f9f1b7f43e19eb,,49,0.007002349999999935,0.02805237500000002,0.011884050000000035
synth_static_202,80000000,0.1,4,49,marginal-hits,LRU2Q,cold,529646.7464760004,1593.0,0.5793198375,1593,50000,0,synth_static_202-81268733820a422c9a4197ad0fb2d72f,,49,-0.0048817000000001,0.016168324999999983,
synth_static_202,80000000,0.1,4,49,free-mem,LRU2Q,,511349.83533555776,,0.5744381375,0,50000,0,synth_static_202-e8b1008b2274d2454b9fcde8cac4c561,,49,0.0,0.021050025000000083,
synth_static_202,80000000,0.1,4,49,marginal-hits-tuned,LRU2Q,warm-cold,627865.6910832245,80.0,0.5730907375,80,50000,0,synth_static_202-3c82ac8b49b0791879c03bf39f037e22,,49,0.0013473999999999986,0.022397425000000082,0.01302638750000007
synth_static_202,80000000,0.1,4,49,disabled,LRU2Q,,510160.53998367314,,0.5744381375,0,50000,0,synth_static_202-8ef1fa429e72d5f837547f8e60942167,,49,0.0,0.021050025000000083,
synth_static_202,80000000,0.1,4,49,hits,LRU2Q,,660625.6971453283,15.0,0.5766693625,15,50000,0,synth_static_202-f1f2e4604bd5fb5ebc57fde6b6e1655b,0.1,49,-0.002231225000000059,0.018818800000000024,
synth_static_202,80000000,0.1,4,49,tail-age,LRU2Q,,458312.44400688447,10.0,0.585665725,10,50000,0,synth_static_202-08ebfed076139574a96cb0814ce11b58,0.1,49,-0.01122758750000008,0.009822437500000003,
synth_static_202,80000000,0.1,4,49,tail-age,TINYLFU,,452383.32233881886,1320.0,0.5774752,1320,50000,0,synth_static_202-3061eff3c220d56d2a8fab679e0f93ae,0.05,49,-0.010090137499999985,0.018012962500000063,
synth_static_202,80000000,0.1,4,49,marginal-hits-tuned,TINYLFU,,488657.38994581247,87.0,0.556734275,87,50000,0,synth_static_202-69e4d7addc6d8de67cc350fd5a4cdabc,,49,0.010650787500000036,0.038753887500000084,0.01592831250000004
synth_static_202,80000000,0.1,4,49,hits,TINYLFU,,450490.3604923469,16.0,0.5656184375,16,50000,0,synth_static_202-558b90429f9b6b3dec1da604e4ca13cc,0.1,49,0.0017666250000000217,0.02986972500000007,
synth_static_202,80000000,0.1,4,49,tail-age,TINYLFU,,473867.9957653851,1178.0,0.5774378125,1178,50000,0,synth_static_202-14fd8227168af638a4fc389b8e1d76e6,0.25,49,-0.010052750000000055,0.018050349999999993,
synth_static_202,80000000,0.1,4,49,tail-age,TINYLFU,,440859.61550749966,1332.0,0.57788715,1332,50000,0,synth_static_202-ef1b93921ce905f32393a19b3b8fb952,0.02,49,-0.010502087500000035,0.017601012500000013,
synth_static_202,80000000,0.1,4,49,disabled,TINYLFU,,500799.01482782746,,0.5673850625,0,50000,0,synth_static_202-9c8111a4b66b364daa13fef88c305dbd,,49,0.0,0.028103100000000047,
synth_static_202,80000000,0.1,4,49,tail-age,TINYLFU,,440617.8850077281,1279.0,0.57704855,1279,50000,0,synth_static_202-033f536212ef73fc0da584e34533a478,0.1,49,-0.009663487500000012,0.018439612500000035,
synth_static_202,80000000,0.1,4,49,free-mem,TINYLFU,,471928.9683371575,,0.5673850625,0,50000,0,synth_static_202-45c8acce060ebf985ffe18b5e31223ff,,49,0.0,0.028103100000000047,
synth_static_202,80000000,0.1,4,49,marginal-hits,TINYLFU,,443210.6096021565,1593.0,0.5726625875,1593,50000,0,synth_static_202-8c3da4382e76279bbf6f1af8f9409f94,,49,-0.005277525000000005,0.022825575000000042,
synth_static_202,80000000,0.2,4,98,marginal-hits,LRU,,581132.149559249,1586.0,0.4840755125,1586,50000,0,synth_static_202-de3c2d47c2e19ac97f138805fac0a51e,,98,0.01685123749999995,0.01685123749999995,
synth_static_202,80000000,0.2,4,98,disabled,LRU,,552557.8008436159,,0.50092675,0,50000,0,synth_static_202-ff822f8481933b548482f83245517dca,,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,hits,LRU,,484510.5111792025,37.0,0.5237981875,37,50000,0,synth_static_202-7233b8a36d37409bf7de3ef752a4ba93,0.1,98,-0.02287143749999998,-0.02287143749999998,
synth_static_202,80000000,0.2,4,98,marginal-hits-tuned,LRU,,488003.01402715134,149.0,0.478559675,149,50000,0,synth_static_202-5774a4ddddd3de59477e35392439e6a8,,98,0.02236707499999996,0.02236707499999996,0.005515837500000009
synth_static_202,80000000,0.2,4,98,tail-age,LRU,,660476.3874569986,,0.50092675,0,50000,0,synth_static_202-72d2c6ff8cdc12944c9befbc6296d8b0,0.02,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,tail-age,LRU,,693199.1190026961,,0.50092675,0,50000,0,synth_static_202-11307400e39f242265f133a2a6a9a6f3,0.05,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,free-mem,LRU,,527903.0193217951,,0.50092675,0,50000,0,synth_static_202-e5ae0f67dd97127c8360d5c56d33abe7,,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,tail-age,LRU,,473649.1363733812,,0.50092675,0,50000,0,synth_static_202-4ad584113b3272166afdaedf0eb730ff,0.1,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,tail-age,LRU,,497119.59326922445,,0.50092675,0,50000,0,synth_static_202-99f2b4cd33d5db262f134e335d1e6a50,0.25,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,marginal-hits,LRU2Q,cold,467478.49603606167,1586.0,0.4735311375,1586,50000,0,synth_static_202-492f82a26bc38291e07f50976c635915,,98,0.012126087500000049,0.0273956125,
synth_static_202,80000000,0.2,4,98,disabled,LRU2Q,,502919.7268713508,,0.485657225,0,50000,0,synth_static_202-5169940ff4285caf9cd630d2698aa6ef,,98,0.0,0.01526952499999995,
synth_static_202,80000000,0.2,4,98,free-mem,LRU2Q,,523432.1826737903,,0.485657225,0,50000,0,synth_static_202-7f06f950ed1f0f7e9a7dceeef88f32ef,,98,0.0,0.01526952499999995,
synth_static_202,80000000,0.2,4,98,marginal-hits-tuned,LRU2Q,warm-cold,580787.6065022345,139.0,0.4676953375,139,50000,0,synth_static_202-631098b5efc01010e17423c3418da1a9,,98,0.01796188750000005,0.0332314125,0.011852050000000003
synth_static_202,80000000,0.2,4,98,tail-age,LRU2Q,,466274.936543852,24.0,0.519045425,24,50000,0,synth_static_202-3b6552111de9db39d5dea7b4be98dc53,0.05,98,-0.033388199999999923,-0.018118674999999973,
synth_static_202,80000000,0.2,4,98,tail-age,LRU2Q,,472657.7525947816,23.0,0.517892775,23,50000,0,synth_static_202-8ae69a8b1f089a8aef6945c48c436692,0.1,98,-0.032235549999999946,-0.016966024999999996,
synth_static_202,80000000,0.2,4,98,hits,LRU2Q,,528849.5963643155,37.0,0.516892075,37,50000,0,synth_static_202-d0463613e5383a11319562413c82fa7a,0.1,98,-0.03123484999999998,-0.01596532500000003,
synth_static_202,80000000,0.2,4,98,tail-age,LRU2Q,,506096.5364119098,17.0,0.5106963,17,50000,0,synth_static_202-9076a1600f74880ead171ed80021e22b,0.25,98,-0.025039074999999966,-0.009769550000000016,
synth_static_202,80000000,0.2,4,98,tail-age,LRU2Q,,441234.6769455472,26.0,0.5202027375,26,50000,0,synth_static_202-fbc42ed0704611b69f17edc0876f3b50,0.02,98,-0.034545512499999986,-0.019275987500000036,
synth_static_202,80000000,0.2,4,98,marginal-hits,LRU2Q,warm-cold,505923.4455364923,1586.0,0.4795473875,1586,50000,0,synth_static_202-db9112be356203c5494645deeb08caac,,98,0.006109837500000048,0.0213793625,
synth_static_202,80000000,0.2,4,98,marginal-hits-tuned,LRU2Q,cold,544548.5437530935,89.0,0.461932325,89,50000,0,synth_static_202-c6658e3cd747eecdbacd0eea3a4aa102,,98,0.02372490000000005,0.038994425,0.0115988125
synth_static_202,80000000,0.2,4,98,hits,TINYLFU,,433532.461528382,36.0,0.50116255,36,50000,0,synth_static_202-5d85e6353224718505ce673d7ea24571,0.1,98,-0.028838387500000007,-0.00023580000000000823,
synth_static_202,80000000,0.2,4,98,free-mem,TINYLFU,,446734.35281153343,,0.4723241625,0,50000,0,synth_static_202-057c64c2c35b2c669c461d711d7842d5,,98,0.0,0.0286025875,
synth_static_202,80000000,0.2,4,98,tail-age,TINYLFU,,428704.424938101,1027.0,0.486172975,1027,50000,0,synth_static_202-c2f65e880949848e099aa0aa61f3d228,0.25,98,-0.01384881250000003,0.014753774999999969,
synth_static_202,80000000,0.2,4,98,marginal-hits,TINYLFU,,471255.84732498456,1586.0,0.460113875,1586,50000,0,synth_static_202-00830f138f4a831804a119ca9c8f7b9c,,98,0.012210287499999972,0.04081287499999997,
synth_static_202,80000000,0.2,4,98,tail-age,TINYLFU,,410864.8146198683,1177.0,0.4856901,1177,50000,0,synth_static_202-4abe2d98b6f3bfa596c7787101e8926b,0.05,98,-0.013365937500000036,0.015236649999999963,
synth_static_202,80000000,0.2,4,98,tail-age,TINYLFU,,413737.7409992773,1106.0,0.4854449,1106,50000,0,synth_static_202-c5eb55d9a8902b245921913d8060815b,0.1,98,-0.013120737500000035,0.015481849999999964,
synth_static_202,80000000,0.2,4,98,disabled,TINYLFU,,463346.689763719,,0.4723241625,0,50000,0,synth_static_202-bc642a762d5528a0489cd42189790fa0,,98,0.0,0.0286025875,
synth_static_202,80000000,0.2,4,98,marginal-hits-tuned,TINYLFU,,455486.43716958654,230.0,0.4441721875,230,50000,0,synth_static_202-f0e4b178ecb74b8a17ba129af795b5a4,,98,0.028151974999999996,0.056754562499999994,0.015941687500000024
synth_static_202,80000000,0.2,4,98,tail-age,TINYLFU,,442080.3040876878,1199.0,0.4859047875,1199,50000,0,synth_static_202-d1425717b8bb8eaca38b22d0827da47b,0.02,98,-0.013580625000000013,0.015021962499999986,
synth_static_202,80000000,0.4,4,196,marginal-hits,LRU,,539023.7186437999,1564.0,0.2919851875,1564,50000,0,synth_static_202-9267d383d71dd82c3bae70153e6026c6,,196,0.060630037499999956,0.060630037499999956,
synth_static_202,80000000,0.4,4,196,hits,LRU,,576083.5523854023,65.0,0.4293784125,65,50000,0,synth_static_202-1d1d9ca764080a1481b1c5d038158d7a,0.1,196,-0.0767631875,-0.0767631875,
synth_static_202,80000000,0.4,4,196,tail-age,LRU,,567377.2915884098,,0.352615225,0,50000,0,synth_static_202-e895d2f3da753b2261c9ca7ed1e3bd9f,0.1,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,marginal-hits-tuned,LRU,,458190.71903383895,167.0,0.2842805,167,50000,0,synth_static_202-dd6a667d3bffe3b26eb0f8af09871d2b,,196,0.06833472499999999,0.06833472499999999,0.007704687500000029
synth_static_202,80000000,0.4,4,196,tail-age,LRU,,502955.7280750615,,0.352615225,0,50000,0,synth_static_202-f9dbec86bcaa11cb36a4671072cf800a,0.02,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,disabled,LRU,,552265.522264741,,0.352615225,0,50000,0,synth_static_202-fa50986c6f0ee1226ad4e9c6969daf27,,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,tail-age,LRU,,541059.8090634313,,0.352615225,0,50000,0,synth_static_202-f67f485887b43ba44cb48c9f373414fe,0.25,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,tail-age,LRU,,553589.5649695175,,0.352615225,0,50000,0,synth_static_202-93a4ccfb9eed12d83600fb3384970ede,0.05,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,free-mem,LRU,,506506.01436491904,,0.352615225,0,50000,0,synth_static_202-36c1ff54695a30488f90fd0c5c45fe2a,,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,marginal-hits-tuned,LRU2Q,warm-cold,535069.0566128273,311.0,0.2786225625,311,50000,0,synth_static_202-fc9dd05325b319e3308b3d337b8b1732,,196,0.06643405000000002,0.07399266249999997,0.007325087499999994
synth_static_202,80000000,0.4,4,196,marginal-hits,LRU2Q,warm-cold,476318.1327814533,1564.0,0.28594765,1564,50000,0,synth_static_202-02ff56ac5bd2bd8c270bf8d0cd7ffb8f,,196,0.05910896250000003,0.06666757499999998,
synth_static_202,80000000,0.4,4,196,hits,LRU2Q,,526231.4853617672,61.0,0.4196438,61,50000,0,synth_static_202-7692454f0742d1b3ac350bb3ec1e21c4,0.1,196,-0.07458718749999999,-0.06702857500000003,
synth_static_202,80000000,0.4,4,196,disabled,LRU2Q,,543751.7030880228,,0.3450566125,0,50000,0,synth_static_202-efaf72c7dcca7d2df34853cfe1c70dc4,,196,0.0,0.0075586124999999504,
synth_static_202,80000000,0.4,4,196,tail-age,LRU2Q,,585376.1714218358,25.0,0.382763975,25,50000,0,synth_static_202-497eeff2ff4c6634412a72cc44ce7775,0.25,196,-0.03770736249999995,-0.030148750000000002,
synth_static_202,80000000,0.4,4,196,marginal-hits,LRU2Q,cold,587817.7198416617,1564.0,0.2844966375,1564,50000,0,synth_static_202-0c2ca8a6d075f72f8a9b7a92f29c4193,,196,0.060559975000000044,0.0681185875,
synth_static_202,80000000,0.4,4,196,free-mem,LRU2Q,,529658.6879202516,,0.3450566125,0,50000,0,synth_static_202-b414e4be0468a5f42338d6d6467d9199,,196,0.0,0.0075586124999999504,
synth_static_202,80000000,0.4,4,196,marginal-hits-tuned,LRU2Q,cold,606895.3696070588,162.0,0.2734949875,162,50000,0,synth_static_202-b779de9ef29e2e7443fb4d7704940848,,196,0.07156162500000002,0.07912023749999997,0.011001649999999974
synth_static_202,80000000,0.4,4,196,tail-age,LRU2Q,,513255.7663476539,40.0,0.4002945375,40,50000,0,synth_static_202-94281073e720a48f942c14608a49c360,0.02,196,-0.055237924999999966,-0.047679312500000015,
synth_static_202,80000000,0.4,4,196,tail-age,LRU2Q,,442138.5353183383,36.0,0.3955528125,36,50000,0,synth_static_202-ec12c6e3f888b9a9654e4da6386d28a9,0.05,196,-0.05049619999999999,-0.04293758750000004,
synth_static_202,80000000,0.4,4,196,tail-age,LRU2Q,,508169.80587121786,32.0,0.3911688375,32,50000,0,synth_static_202-c4a74d6431d16a10ca2b10e6c1857739,0.1,196,-0.04611222499999995,-0.0385536125,
synth_static_202,80000000,0.4,4,196,marginal-hits-tuned,TINYLFU,,497319.05221399,159.0,0.25638985,159,50000,0,synth_static_202-d945363e460110f8caba19479b0754df,,196,0.07697586250000005,0.096225375,0.017787587500000035
