trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,rebalanceDiffRatio,slab_cnt.1,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
synth_static_204,80000000,0.01,4,5,disabled,LRU,,646439.7754008009,,0.4434190375,0,50000,0,synth_static_204-c17adc67d09dfd5aeda899f76b2cb428,,5,0.0,0.0,
synth_static_204,80000000,0.01,4,5,free-mem,LRU,,686798.7318579197,,0.4434190375,0,50000,0,synth_static_204-9139488409876c68f58bf7c9263b2a81,,5,0.0,0.0,
synth_static_204,80000000,0.01,4,5,marginal-hits,LRU,,602117.6834235651,,0.4434190375,0,50000,0,synth_static_204-cd58e8449b82e09f2e7566aec18e88bc,,5,0.0,0.0,
synth_static_204,80000000,0.01,4,5,hits,LRU,,755738.3173785243,,0.4434190375,0,50000,0,synth_static_204-0d5d3c0fad170e7a8ef1ecca6cece28c,0.1,5,0.0,0.0,
synth_static_204,80000000,0.01,4,5,free-mem,LRU2Q,,570758.0473532615,,0.4018940125,0,50000,0,synth_static_204-c485eb982ece2af2825127cef7a30f15,,5,0.0,0.0415250249999999,
synth_static_204,80000000,0.01,4,5,marginal-hits-tuned,LRU2Q,cold,574879.2503670626,,0.4018940125,0,50000,0,synth_static_204-429b1eaced113eac2bd3e43b38b641d4,,5,0.0,0.0415250249999999,0.0
synth_static_204,80000000,0.01,4,5,disabled,LRU2Q,,672527.5208494249,,0.4018940125,0,50000,0,synth_static_204-4a04cb09a7459b34e5f66b1790281e2f,,5,0.0,0.0415250249999999,
synth_static_204,80000000,0.01,4,5,marginal-hits,LRU2Q,cold,755012.8158449484,,0.4018940125,0,50000,0,synth_static_204-b85ac7402acb09fbe543af351095b3d7,,5,0.0,0.0415250249999999,
synth_static_204,80000000,0.01,4,5,hits,LRU2Q,,571895.6577748656,,0.4018940125,0,50000,0,synth_static_204-58c1363325360dba38773dd5231fdf0d,0.1,5,0.0,0.0415250249999999,
synth_static_204,80000000,0.01,4,5,tail-age,LRU2Q,,686949.4731005958,,0.4018940125,0,50000,0,synth_static_204-5e734a7a05aa277c4d0f45f32e265076,0.25,5,0.0,0.0415250249999999,
synth_static_204,80000000,0.01,4,5,marginal-hits-tuned,TINYLFU,,503552.2350563722,,0.4024782625,0,50000,0,synth_static_204-ce1dae313ea808156df212f654c12dd5,,5,0.0,0.0409407749999999,0.0
synth_static_204,80000000,0.01,4,5,hits,TINYLFU,,581198.4619490915,,0.4024782625,0,50000,0,synth_static_204-ad9e63933300b3e786fda31e594b3545,0.1,5,0.0,0.0409407749999999,
synth_static_204,80000000,0.01,4,5,marginal-hits,TINYLFU,,631654.0591395095,,0.4024782625,0,50000,0,synth_static_204-b87db9b5592d19fead5594c3a8c23f60,,5,0.0,0.0409407749999999,
synth_static_204,80000000,0.01,4,5,tail-age,TINYLFU,,608144.5634346358,,0.4024782625,0,50000,0,synth_static_204-6d056536d99869db3874c27d653706e4,0.25,5,0.0,0.0409407749999999,
synth_static_204,80000000,0.01,4,5,disabled,TINYLFU,,559603.3893088879,,0.4024782625,0,50000,0,synth_static_204-1e43d81083e64ea238d2f8c175820202,,5,0.0,0.0409407749999999,
synth_static_204,80000000,0.01,4,5,free-mem,TINYLFU,,560923.0946934766,,0.4024782625,0,50000,0,synth_static_204-b8782d786eaac1fbdb919337e2092bfb,,5,0.0,0.0409407749999999,
synth_static_204,80000000,0.02,4,10,marginal-hits,LRU,,621072.7340115778,1598.0,0.4026267875,1598,50000,0,synth_static_204-acdb4f93d231fb26a5dc4df0eea83b2e,,10,-0.011425925,-0.011425925,
synth_static_204,80000000,0.02,4,10,hits,LRU,,613543.1412958851,2.0,0.3825636375,2,50000,0,synth_static_204-70c5f5bb3add4fa9e07d7455842ff6b9,0.1,10,0.008637225,0.008637225,
synth_static_204,80000000,0.02,4,10,free-mem,LRU,,672028.1820759963,,0.3912008625,0,50000,0,synth_static_204-99fea3a2ebc37b201287016f48c74bdc,,10,0.0,0.0,
synth_static_204,80000000,0.02,4,10,tail-age,LRU,,538019.0130918071,,0.3912008625,0,50000,0,synth_static_204-afbfcd8c1a8629ae40da8ffb5419f6d8,0.25,10,0.0,0.0,
synth_static_204,80000000,0.02,4,10,marginal-hits-tuned,LRU,,533934.6092135247,7.0,0.3826108875,7,50000,0,synth_static_204-45bc3971130613e1196240f8a57febfb,,10,0.008589975,0.008589975,0.0200159
synth_static_204,80000000,0.02,4,10,disabled,LRU,,778766.6454515128,,0.3912008625,0,50000,0,synth_static_204-70e832d2299da354c94640dd133ca569,,10,0.0,0.0,
synth_static_204,80000000,0.02,4,10,marginal-hits-tuned,LRU2Q,cold,692207.9121059449,30.0,0.3645160875,30,50000,0,synth_static_204-e27576b114566f2f385a8e78e299b166,,10,-0.0091484624999999,0.026684775,0.0176065125
synth_static_204,80000000,0.02,4,10,free-mem,LRU2Q,,563488.0329829111,,0.355367625,0,50000,0,synth_static_204-402b6d05bcc0e0c8ccf6dfdd38815e89,,10,0.0,0.0358332375,
synth_static_204,80000000,0.02,4,10,disabled,LRU2Q,,658291.8328487455,,0.355367625,0,50000,0,synth_static_204-d2458b36f4d070b462af2a9e1f18e177,,10,0.0,0.0358332375,
synth_static_204,80000000,0.02,4,10,tail-age,LRU2Q,,537672.9269377871,1.0,0.362160875,1,50000,0,synth_static_204-e2a94db4368cad8db515feb1da9dddf6,0.25,10,-0.0067932499999999,0.0290399875,
synth_static_204,80000000,0.02,4,10,marginal-hits,LRU2Q,cold,592287.9861949524,1188.0,0.3821226,1188,50000,0,synth_static_204-0d295e29ab52cd03cf60ea0de87615e6,,10,-0.0267549749999999,0.0090782625,
synth_static_204,80000000,0.02,4,10,hits,LRU2Q,,571438.1892965721,2.0,0.3476175,2,50000,0,synth_static_204-3941450758975444cd6c7aa27fc121da,0.1,10,0.0077501249999999,0.0435833625,
synth_static_204,80000000,0.02,4,10,tail-age,TINYLFU,,537532.4890176307,617.0,0.353414825,617,50000,0,synth_static_204-5b468da79efb103b93ff28384bfa2373,0.25,10,0.0025136,0.0377860375,
synth_static_204,80000000,0.02,4,10,hits,TINYLFU,,571537.0153068381,2.0,0.3423651375,2,50000,0,synth_static_204-f0dd2c65828318a83fc26c86a241826c,0.1,10,0.0135632874999999,0.0488357249999999,
synth_static_204,80000000,0.02,4,10,marginal-hits,TINYLFU,,570715.8148670242,1598.0,0.370908825,1598,50000,0,synth_static_204-2798b3b239eb8569f34491a5bd0e2049,,10,-0.0149804,0.0202920375,
synth_static_204,80000000,0.02,4,10,marginal-hits-tuned,TINYLFU,,524980.2928113801,6.0,0.3423965125,6,50000,0,synth_static_204-5d1b6f92fabba86f220511a53053e9cf,,10,0.0135319124999999,0.0488043499999999,0.0285123124999999
synth_static_204,80000000,0.02,4,10,free-mem,TINYLFU,,558089.0622589795,,0.355928425,0,50000,0,synth_static_204-1fa94e1a6ed25f31289f1a4f5884a1fd,,10,0.0,0.0352724375,
synth_static_204,80000000,0.02,4,10,disabled,TINYLFU,,638752.0767566522,,0.355928425,0,50000,0,synth_static_204-670d18d84e30ea920579ef12127b3191,,10,0.0,0.0352724375,
synth_static_204,80000000,0.04,4,19,marginal-hits-tuned,LRU,,610594.0989293422,58.0,0.32561515,58,50000,0,synth_static_204-0938580f2fefe5672ec73759e2dda8c9,,19,0.0152738749999999,0.0152738749999999,0.0149101999999999
synth_static_204,80000000,0.04,4,19,free-mem,LRU,,613330.5927479704,,0.340889025,0,50000,0,synth_static_204-57afbe9322a11886b9f53cc135513f47,,19,0.0,0.0,
synth_static_204,80000000,0.04,4,19,hits,LRU,,590806.4725915359,5.0,0.3249981,5,50000,0,synth_static_204-5e0785490a14a3b20fce0918af13b3ac,0.1,19,0.015890925,0.015890925,
synth_static_204,80000000,0.04,4,19,disabled,LRU,,648646.3887891734,,0.340889025,0,50000,0,synth_static_204-5d228752f9d846b3746a2daf06f2d94c,,19,0.0,0.0,
synth_static_204,80000000,0.04,4,19,marginal-hits,LRU,,556590.4315777896,1597.0,0.34052535,1597,50000,0,synth_static_204-2184f2a2dee8afd6c388f1fd6a102ccf,,19,0.000363675,0.000363675,
synth_static_204,80000000,0.04,4,19,tail-age,LRU,,636790.5324351479,,0.340889025,0,50000,0,synth_static_204-0c50bfae208feb8d4d054293edb96a54,0.25,19,0.0,0.0,
synth_static_204,80000000,0.04,4,19,free-mem,LRU2Q,,768609.2083702785,,0.310807875,0,50000,0,synth_static_204-fd11d4cdfe1ec0b893551b4e30b28a15,,19,0.0,0.03008115,
synth_static_204,80000000,0.04,4,19,marginal-hits-tuned,LRU2Q,cold,593169.7536480553,39.0,0.3068903,39,50000,0,synth_static_204-ff59b1c7c197416b380fd9ff3517e8ad,,19,0.003917575,0.033998725,0.0262533624999999
synth_static_204,80000000,0.04,4,19,hits,LRU2Q,,663288.2420490588,5.0,0.296631675,5,50000,0,synth_static_204-eb70a458acd196b1b445deb0ed5bf106,0.1,19,0.0141762,0.04425735,
synth_static_204,80000000,0.04,4,19,tail-age,LRU2Q,,644402.278962423,4.0,0.3321591875,4,50000,0,synth_static_204-3948860acc1752e3aedc512d87151d46,0.25,19,-0.0213513124999999,0.0087298375,
synth_static_204,80000000,0.04,4,19,marginal-hits,LRU2Q,cold,569880.0525139043,1597.0,0.3331436625,1597,50000,0,synth_static_204-35b62c9d8470076ed04a057365fc90b9,,19,-0.0223357874999999,0.0077453625,
synth_static_204,80000000,0.04,4,19,disabled,LRU2Q,,697079.0450984552,,0.310807875,0,50000,0,synth_static_204-bb42d85a5aca98a431f511d9def87d1d,,19,0.0,0.03008115,
synth_static_204,80000000,0.04,4,19,disabled,TINYLFU,,601946.3655056081,,0.3151352875,0,50000,0,synth_static_204-0d5098197675d525ee4cf290b0ba9987,,19,0.0,0.0257537374999999,
synth_static_204,80000000,0.04,4,19,marginal-hits,TINYLFU,,620950.5977436817,1597.0,0.3172975375,1597,50000,0,synth_static_204-46ce13c811db460ada07875c31dfb551,,19,-0.0021622499999999,0.0235914875,
synth_static_204,80000000,0.04,4,19,tail-age,TINYLFU,,563301.6002898809,747.0,0.315559525,747,50000,0,synth_static_204-1096cbb561be6e5b0018c81452fb34a2,0.25,19,-0.0004242374999999,0.0253295,
synth_static_204,80000000,0.04,4,19,marginal-hits-tuned,TINYLFU,,541103.7523480476,26.0,0.2903365,26,50000,0,synth_static_204-0f5f8990aef1c5691ba7113fbabd697b,,19,0.0247987875,0.050552525,0.0269610375
synth_static_204,80000000,0.04,4,19,hits,TINYLFU,,668575.3381007229,5.0,0.2937588,5,50000,0,synth_static_204-a8593a16d10ba62c3f81a73c3964a45c,0.1,19,0.0213764875,0.047130225,
synth_static_204,80000000,0.04,4,19,free-mem,TINYLFU,,487623.1096157751,,0.3151352875,0,50000,0,synth_static_204-c76ca2625f55e4455e00ab3680d4a0d9,,19,0.0,0.0257537374999999,
synth_static_204,80000000,0.1,4,46,marginal-hits,LRU,,604717.4455067177,1591.0,0.256904725,1591,50000,0,synth_static_204-6ee77ab0a203fe30f0a5fd9550c97e59,,46,0.007854625,0.007854625,
synth_static_204,80000000,0.1,4,46,disabled,LRU,,745905.9919697731,,0.26475935,0,50000,0,synth_static_204-88363bf0615f6b240ff9388e1529b491,,46,0.0,0.0,
synth_static_204,80000000,0.1,4,46,hits,LRU,,585679.7988938008,18.0,0.2434932625,18,50000,0,synth_static_204-d6739fed2297b5979b001984c36b1439,0.1,46,0.0212660875,0.0212660875,
synth_static_204,80000000,0.1,4,46,free-mem,LRU,,786042.1002988132,,0.26475935,0,50000,0,synth_static_204-bcb20df17fc2ef1c5ce3af8ffced701c,,46,0.0,0.0,
synth_static_204,80000000,0.1,4,46,marginal-hits-tuned,LRU,,872302.0433871035,83.0,0.24372315,83,50000,0,synth_static_204-ac214388dd2c04820386f7e1ae6a9066,,46,0.0210362,0.0210362,0.013181575
synth_static_204,80000000,0.1,4,46,tail-age,LRU,,557311.8767998643,,0.26475935,0,50000,0,synth_static_204-eb949142e1d37f1af438fe6401e0afa6,0.25,46,0.0,0.0,
synth_static_204,80000000,0.1,4,46,free-mem,LRU2Q,,619795.1234768424,,0.2436299875,0,50000,0,synth_static_204-0b3443a1084ee6887a6e70eb8a1baad5,,46,0.0,0.0211293625,
synth_static_204,80000000,0.1,4,46,tail-age,LRU2Q,,698015.5477735653,1.0,0.25238765,1,50000,0,synth_static_204-92f281ff18aa2f94ca1fd7071615b2cd,0.25,46,-0.0087576625,0.0123716999999999,
synth_static_204,80000000,0.1,4,46,marginal-hits-tuned,LRU2Q,cold,557730.2509244429,58.0,0.224938575,58,50000,0,synth_static_204-6aefc4a2a6ba6b4a78fd4e16b208ae86,,46,0.0186914125,0.039820775,0.0222189375
synth_static_204,80000000,0.1,4,46,disabled,LRU2Q,,892150.3769474295,,0.2436299875,0,50000,0,synth_static_204-0bd333e27311dc78beb8cf2658a83762,,46,0.0,0.0211293625,
synth_static_204,80000000,0.1,4,46,hits,LRU2Q,,647019.8345728033,17.0,0.2248569125,17,50000,0,synth_static_204-51833942e8826b28b8eab58dbac0312b,0.1,46,0.018773075,0.0399024375,
synth_static_204,80000000,0.1,4,46,marginal-hits,LRU2Q,cold,712678.848631298,1591.0,0.2471575125,1591,50000,0,synth_static_204-bbd40324dd85162317e2a1a44e545d90,,46,-0.003527525,0.0176018374999999,
synth_static_204,80000000,0.1,4,46,free-mem,TINYLFU,,584343.9806600721,,0.245915975,0,50000,0,synth_static_204-8b3869fb93cbd96b2fdd35e45eeae64f,,46,0.0,0.0188433749999999,
synth_static_204,80000000,0.1,4,46,tail-age,TINYLFU,,567970.253276183,589.0,0.2507036875,589,50000,0,synth_static_204-2b284585bfe2abc620c8bf8246ef087d,0.25,46,-0.0047877124999999,0.0140556625,
synth_static_204,80000000,0.1,4,46,disabled,TINYLFU,,612590.2519927947,,0.245915975,0,50000,0,synth_static_204-c4cf88134cec1b057b733aa8c1eeb8f0,,46,0.0,0.0188433749999999,
synth_static_204,80000000,0.1,4,46,hits,TINYLFU,,587238.3949712609,17.0,0.2197527875,17,50000,0,synth_static_204-28f5337a5d10c8cc8346e2db93309152,0.1,46,0.0261631875,0.0450065625,
synth_static_204,80000000,0.1,4,46,marginal-hits,TINYLFU,,576733.8276955866,1591.0,0.244193725,1591,50000,0,synth_static_204-7712745d73f8c55b731deab3d1d25a55,,46,0.00172225,0.020565625,
synth_static_204,80000000,0.1,4,46,marginal-hits-tuned,TINYLFU,,532728.4049544084,342.0,0.2260864,342,50000,0,synth_static_204-b6e8f6d438aa822b7050fe54ef1ed66d,,46,0.019829575,0.03867295,0.018107325
synth_static_204,80000000,0.2,4,91,tail-age,LRU,,718148.9359892325,,0.19443205,0,50000,0,synth_static_204-48533f8988d7c0744e2ad5d115995400,0.25,91,0.0,0.0,
synth_static_204,80000000,0.2,4,91,marginal-hits,LRU,,658962.9695081541,1578.0,0.1915586875,1578,50000,0,synth_static_204-b9957c1c74b2862f906c43cff83c5723,,91,0.0028733625,0.0028733625,
synth_static_204,80000000,0.2,4,91,disabled,LRU,,602928.3553159299,,0.19443205,0,50000,0,synth_static_204-39a9d9a24d724f3dc2f069536c428415,,91,0.0,0.0,
synth_static_204,80000000,0.2,4,91,hits,LRU,,620941.0564858118,31.0,0.17783905,31,50000,0,synth_static_204-4ee537d4a57d7c509e36526d6ce9198b,0.1,91,0.0165929999999999,0.0165929999999999,
synth_static_204,80000000,0.2,4,91,marginal-hits-tuned,LRU,,614503.0919238178,191.0,0.1789619875,191,50000,0,synth_static_204-6aa2bca6e826b4dce5cebb1cd9408027,,91,0.0154700624999999,0.0154700624999999,0.0125966999999999
synth_static_204,80000000,0.2,4,91,free-mem,LRU,,684311.1357833518,,0.19443205,0,50000,0,synth_static_204-b8c95ed4eb6d1828a841f3642ee84907,,91,0.0,0.0,
synth_static_204,80000000,0.2,4,91,tail-age,LRU2Q,,624384.1100991387,2.0,0.1834057625,2,50000,0,synth_static_204-9566b42deb4376e342d7c2153a31ab05,0.25,91,-0.0019696125,0.0110262874999999,
synth_static_204,80000000,0.2,4,91,marginal-hits,LRU2Q,cold,732872.4520554923,1578.0,0.186486175,1578,50000,0,synth_static_204-31d0a9ba4496be5a29cd1737c628ec8d,,91,-0.005050025,0.0079458749999999,
synth_static_204,80000000,0.2,4,91,marginal-hits-tuned,LRU2Q,cold,751447.3464110771,305.0,0.1702983375,305,50000,0,synth_static_204-c25fd9430c5aa0c3a0b26876d070de5b,,91,0.0111378124999999,0.0241337124999999,0.0161878374999999
synth_static_204,80000000,0.2,4,91,hits,LRU2Q,,660833.8688612056,31.0,0.1673025875,31,50000,0,synth_static_204-ca1b81f6f2b3499769954b5ba377d5c5,0.1,91,0.0141335625,0.0271294625,
synth_static_204,80000000,0.2,4,91,disabled,LRU2Q,,722342.094686667,,0.18143615,0,50000,0,synth_static_204-6de69005d8e3adddb9acde28b497ecf6,,91,0.0,0.0129959,
synth_static_204,80000000,0.2,4,91,free-mem,LRU2Q,,498833.1822340812,,0.18143615,0,50000,0,synth_static_204-0e3325429d5a6656056b8109a809e542,,91,0.0,0.0129959,
synth_static_204,80000000,0.2,4,91,hits,TINYLFU,,603589.9429297369,31.0,0.162605875,31,50000,0,synth_static_204-7c1c2b845b0e9df5e9737a7e2c96b171,0.1,91,0.0214970749999999,0.0318261749999999,
synth_static_204,80000000,0.2,4,91,marginal-hits-tuned,TINYLFU,,587254.5173126954,165.0,0.1653946875,165,50000,0,synth_static_204-9947900c1a89a9cc56207bc5def20639,,91,0.0187082624999999,0.0290373624999999,0.0204674374999999
synth_static_204,80000000,0.2,4,91,tail-age,TINYLFU,,526419.7476697165,399.0,0.19022415,399,50000,0,synth_static_204-4006e78f24f4b987654ee7533f77b74d,0.25,91,-0.0061212,0.0042078999999999,
synth_static_204,80000000,0.2,4,91,marginal-hits,TINYLFU,,854501.0562315909,1578.0,0.185862125,1578,50000,0,synth_static_204-c225604a9ca2c9ea5c2ce844524ab5e6,,91,-0.001759175,0.008569925,
synth_static_204,80000000,0.2,4,91,free-mem,TINYLFU,,699357.4050025098,,0.18410295,0,50000,0,synth_static_204-e13e40c0c750ed64940df97361254210,,91,0.0,0.0103291,
synth_static_204,80000000,0.2,4,91,disabled,TINYLFU,,574162.4283066961,,0.18410295,0,50000,0,synth_static_204-63519cd8c0011468ac3419e1457d2843,,91,0.0,0.0103291,
synth_static_204,80000000,0.4,4,182,tail-age,LRU,,683267.8784035168,,0.120867125,0,50000,0,synth_static_204-50d4c3af8c8e7a6f6d2b8080a45fb765,0.25,182,0.0,0.0,
synth_static_204,80000000,0.4,4,182,hits,LRU,,553168.4635054952,49.0,0.1093107625,49,50000,0,synth_static_204-51c01d4980dea133d419d5a5e8ce8969,0.1,182,0.0115563625,0.0115563625,
synth_static_204,80000000,0.4,4,182,marginal-hits,LRU,,693442.5794390456,1530.0,0.1227588375,1530,50000,0,synth_static_204-f2ca844f1d037487fcb98b1120fb1c40,,182,-0.0018917124999999,-0.0018917124999999,
synth_static_204,80000000,0.4,4,182,disabled,LRU,,775405.5929436504,,0.120867125,0,50000,0,synth_static_204-1641355be53a21a25a5b387f414a210a,,182,0.0,0.0,
synth_static_204,80000000,0.4,4,182,free-mem,LRU,,559893.6941438328,,0.120867125,0,50000,0,synth_static_204-a2b65c1395b28eca393d31489d7175d4,,182,0.0,0.0,
synth_static_204,80000000,0.4,4,182,marginal-hits-tuned,LRU,,574454.8739322225,122.0,0.1099017125,122,50000,0,synth_static_204-68bfdbc2d71d43d5441e733a54fcb280,,182,0.0109654125,0.0109654125,0.0128571249999999
synth_static_204,80000000,0.4,4,182,free-mem,LRU2Q,,617828.4549099007,,0.1154752375,0,50000,0,synth_static_204-87c5045ba3cdf13e0a2c9f1244ade379,,182,0.0,0.0053918875,
synth_static_204,80000000,0.4,4,182,marginal-hits-tuned,LRU2Q,cold,678896.3022164241,185.0,0.107161175,185,50000,0,synth_static_204-1df37e707146b268b3b9ad8144107542,,182,0.0083140624999999,0.01370595,0.0140317375
synth_static_204,80000000,0.4,4,182,tail-age,LRU2Q,,566059.8556966101,27.0,0.1307319,27,50000,0,synth_static_204-f2cb2352f34516798eed7c933dba568b,0.25,182,-0.0152566625,-0.009864775,
synth_static_204,80000000,0.4,4,182,disabled,LRU2Q,,634040.471024403,,0.1154752375,0,50000,0,synth_static_204-804d65c7dd54b5ed4bcd079cdb94b762,,182,0.0,0.0053918875,
synth_static_204,80000000,0.4,4,182,marginal-hits,LRU2Q,cold,682901.6112774651,1530.0,0.1211929125,1530,50000,0,synth_static_204-5a644ac9acdf42ce3b9e93118c4ea1a7,,182,-0.005717675,-0.0003257874999999,
synth_static_204,80000000,0.4,4,182,hits,LRU2Q,,557835.1248100554,49.0,0.105959775,49,50000,0,synth_static_204-e9a6bec6f87ae93086c9204e75ebf4a8,0.1,182,0.0095154624999999,0.01490735,
synth_static_204,80000000,0.4,4,182,free-mem,TINYLFU,,560466.5164289613,,0.11773635,0,50000,0,synth_static_204-35584f3d9e8f47aac5451a68db10bb71,,182,0.0,0.003130775,
synth_static_204,80000000,0.4,4,182,marginal-hits,TINYLFU,,675583.1399061091,1530.0,0.12218995,1530,50000,0,synth_static_204-204d783ef7fce928f9f1cc0f2ab9bdd2,,182,-0.0044536,-0.0013228249999999,
synth_static_204,80000000,0.4,4,182,disabled,TINYLFU,,630336.8049340718,,0.11773635,0,50000,0,synth_static_204-86e2bb62c16d8290a11847aad573908d,,182,0.0,0.003130775,
synth_static_204,80000000,0.4,4,182,tail-age,TINYLFU,,515561.90350039816,214.0,0.1228231875,214,50000,0,synth_static_204-c010cff0b8f46964afec00f5d0e31684,0.25,182,-0.0050868374999999,-0.0019560624999999,
synth_static_204,80000000,0.4,4,182,marginal-hits-tuned,TINYLFU,,652900.0987707669,111.0,0.1044356625,111,50000,0,synth_static_204-0f648b8c94c653fc345d24d627b11c23,,182,0.0133006875,0.0164314625,0.0177542875
synth_static_204,80000000,0.4,4,182,hits,TINYLFU,,686946.1640741079,49.0,0.1049343625,49,50000,0,synth_static_204-352f53bf81fcf440ee7adc93adf4e323,0.1,182,0.0128019875,0.0159327625,
synth_static_204,80000000,0.8,4,364,disabled,LRU,,664522.851649123,,0.046663675,0,50000,0,synth_static_204-70ab8ac2dacb5ca3c00ccfd1ab201f83,,364,0.0,0.0,
synth_static_204,80000000,0.8,4,364,marginal-hits-tuned,LRU,,1047732.8942192048,98.0,0.0453854125,98,50000,0,synth_static_204-93abb15526d47c9028493a2b9ea14254,,364,0.0012782625,0.0012782625,0.0053576624999999
synth_static_204,80000000,0.8,4,364,hits,LRU,,619208.2279929388,46.0,0.044597825,46,50000,0,synth_static_204-7f6f6d1682db6f3fd86b79084b7f77da,0.1,364,0.00206585,0.00206585,
synth_static_204,80000000,0.8,4,364,tail-age,LRU,,657780.7434554927,,0.046663675,0,50000,0,synth_static_204-60b52fd478dfd5275e686e95b36c95f8,0.25,364,0.0,0.0,
synth_static_204,80000000,0.8,4,364,marginal-hits,LRU,,756511.0871990867,1093.0,0.050743075,1093,50000,0,synth_static_204-91e36e96e6bde22cd608418a5aaaa851,,364,-0.0040793999999999,-0.0040793999999999,
synth_static_204,80000000,0.8,4,364,free-mem,LRU,,538025.0828283447,,0.046663675,0,50000,0,synth_static_204-9481dd909925cc9bdef4998ca3e17a2c,,364,0.0,0.0,
synth_static_204,80000000,0.8,4,364,hits,LRU2Q,,625273.0498775329,46.0,0.044752575,46,50000,0,synth_static_204-dde7aa39a807d76a3cf45e5d2984de68,0.1,364,0.0015880124999999,0.0019110999999999,
synth_static_204,80000000,0.8,4,364,free-mem,LRU2Q,,489546.62105259177,,0.0463405875,0,50000,0,synth_static_204-8b5a839c92971df16c9d334353bf3281,,364,0.0,0.0003230874999999,
synth_static_204,80000000,0.8,4,364,marginal-hits,LRU2Q,cold,597056.991371002,1096.0,0.0505534375,1096,50000,0,synth_static_204-27425db107d5a4290b3f96897509abd3,,364,-0.0042128499999999,-0.0038897624999999,
synth_static_204,80000000,0.8,4,364,tail-age,LRU2Q,,475395.76987239055,28.0,0.0512832625,28,50000,0,synth_static_204-891f4de0f383bd233bf77090ee298e90,0.25,364,-0.004942675,-0.0046195875,
synth_static_204,80000000,0.8,4,364,marginal-hits-tuned,LRU2Q,cold,1163190.5783001094,97.0,0.0453157,97,50000,0,synth_static_204-8715915d9165fa1756504b6f8c934173,,364,0.0010248875,0.001347975,0.0052377374999999
synth_static_204,80000000,0.8,4,364,disabled,LRU2Q,,694676.8011047028,,0.0463405875,0,50000,0,synth_static_204-b70217fe265676a6ae7e0cdffa601a98,,364,0.0,0.0003230874999999,
synth_static_204,80000000,0.8,4,364,tail-age,TINYLFU,,702157.5635691027,47.0,0.0485098,47,50000,0,synth_static_204-9a664c07ebbe23eefc667d90ba413b16,0.25,364,-0.002151,-0.0018461249999999,
synth_static_204,80000000,0.8,4,364,free-mem,TINYLFU,,664743.8112189539,,0.0463588,0,50000,0,synth_static_204-ad48427ac065faa611b384391ba5b6ba,,364,0.0,0.000304875,
synth_static_204,80000000,0.8,4,364,disabled,TINYLFU,,810347.6860179864,,0.0463588,0,50000,0,synth_static_204-0606befae2334ebbef3e22e669938671,,364,0.0,0.000304875,
synth_static_204,80000000,0.8,4,364,marginal-hits,TINYLFU,,694654.617897428,1089.0,0.0505778875,1089,50000,0,synth_static_204-f1f11ec5923eceda05659c6e78f74131,,364,-0.0042190875,-0.0039142125,
synth_static_204,80000000,0.8,4,364,marginal-hits-tuned,TINYLFU,,573094.3820689559,107.0,0.0453707875,107,50000,0,synth_static_204-2fd65e0d27e1d88650967839f042122e,,364,0.0009880124999999,0.0012928874999999,0.0052070999999999
synth_static_204,80000000,0.8,4,364,hits,TINYLFU,,671296.8673692795,46.0,0.044623375,46,50000,0,synth_static_204-11ff0fb6c017c7517980ea963b18bc6a,0.1,364,0.0017354249999999,0.0020403,
